text,true_label,true_name,pred_label,pred_name,correct,max_confidence
"In Jane Austen's Pride and Prejudice, Elizabeth Bennet gradually overcomes her initial prejudice toward Mr. Darcy through a series of misunderstandings and personal revelations.",2,Grok,1,DeepSeek,False,0.9374819226309153
"The Maya's advanced astronomical knowledge was not merely academic but was integrated into the very fabric of their cities, as seen in structures like El Caracol at Chichen Itza, which functioned as an observatory. They tracked the synodic period of Venus with astonishing accuracy, associating the p",1,DeepSeek,2,Grok,False,0.930910937314674
"Between the 8th and 11th centuries, the Vikings, or Norsemen, embarked on extensive maritime explorations that dramatically expanded their known world. Using advanced longships, which were exceptionally durable and could navigate both open seas and shallow rivers, they traveled far beyond their Scan",1,DeepSeek,2,Grok,False,0.9231061513622084
"'Vinland Saga' stands out as a profound and mature exploration of pacifism and redemption, set against the backdrop of one of history's most violent eras. Following the long and arduous journey of Thorfinn, a young Viking who is initially consumed by a singular, burning desire for revenge against hi",4,Gemini,0,Human,False,0.921108287925551
Italian risotto requires constant stirring of Arborio rice cooked slowly in warm broth until it reaches a creamy consistency with tender grains.,2,Grok,1,DeepSeek,False,0.9085900915571741
"The Italian Renaissance, a period of immense cultural and artistic flourishing from the 14th to the 17th century, was also a time of significant invention and innovation. In Florence, centers of art and engineering like workshops and foundries became hubs for creating new machines and refining exist",1,DeepSeek,2,Grok,False,0.9034977382571578
"Masks in Greek theater, such as those for tragedy or comedy, helped audiences identify stock characters from afar.",1,DeepSeek,2,Grok,False,0.9024052689149862
"The open-source software movement, with its philosophy of collaborative and transparent development, has fundamentally reshaped the technological landscape since its formal inception in the late 20th century. Rooted in the earlier hacker culture and the free software movement pioneered by Richard St",1,DeepSeek,2,Grok,False,0.8891670861644504
"The impact of the steam engine during the Industrial Revolution extended far beyond factories, as it revolutionized transportation. George Stephenson's Rocket, a pioneering steam locomotive, won the Rainhill Trials in 1829, demonstrating the viability of steam for rail transport and ushering in the ",1,DeepSeek,2,Grok,False,0.8809257490113661
"During sleep, the body increases protein synthesis, which is essential for rebuilding muscle fibers that are broken down during intense physical exercise and weight training.",1,DeepSeek,2,Grok,False,0.8665952322806877
"Computer cryptography secures data by transforming it into unreadable formats using algorithms, accessible only to those possessing the correct decryption keys.",1,DeepSeek,2,Grok,False,0.8304196706298343
"A star's life cycle begins in a nebula and progresses through stages determined by its mass, ending as a white dwarf, neutron star, or black hole.",1,DeepSeek,2,Grok,False,0.8075971936977893
"Desert ecosystems are defined by extreme aridity, receiving very little annual rainfall, which presents a formidable challenge for plant life. To survive, desert plants, known as xerophytes, have evolved remarkable adaptations to conserve water and withstand intense heat. Succulent plants like cacti",1,DeepSeek,2,Grok,False,0.7977746026688519
Coral reefs around the world support an incredible diversity of marine species while acting as natural barriers that protect coastlines from erosion and storms.,2,Grok,1,DeepSeek,False,0.7702182698111977
"Color psychology plays a significant role in marketing by influencing consumer perceptions, emotions, and purchasing decisions through strategic use of hues in branding, packaging, advertisements, and store design. Different colors evoke specific psychological responses based on both universal assoc",2,Grok,5,ChatGPT,False,0.7582786512818169
"Telecommunications began with the electric telegraph in the nineteenth century, allowing messages to be sent over long distances using coded electrical signals.",2,Grok,1,DeepSeek,False,0.7409850808290421
"In medicine, 3D printing enables the creation of patient-specific prosthetics that match individual anatomy for improved comfort and functionality.",2,Grok,1,DeepSeek,False,0.7221156538455591
"The great and underrated Marion Davies shows her stuff in this late (1928) silent comedy that also shwocases the wonderful William Haines. Davies plays a hick fromm Georgia who crashes Hollywood with help from Haines. They appear in cheap comedies until Marion is ""discovered"" and becomes a big drama",0,Human,1,DeepSeek,False,0.7202475792545927
"The evolution of modern professional basketball has been defined by a significant shift toward a faster, perimeter-oriented game that prioritizes three-point shooting and floor spacing. In the NBA, this 'pace and space' era has revolutionized how teams approach offense, with players at every positio",4,Gemini,1,DeepSeek,False,0.6424006472587871
"Throughout history, the act of writing by hand has played a crucial role in how individuals process information and develop ideas. Writing by hand can feel personal in a way that digital text sometimes lacks, perhaps since each mark reflects a unique movement made at a specific moment. This transfor",5,ChatGPT,0,Human,False,0.6207430278485142
"Such as solving equations or following instructions. in contrast, relaxed states of mind allow different regions of the brain to communicate more freely, producing connections that would not normally appear during concentrated effort. some composers reported hearing melodies emerge while they were w",5,ChatGPT,0,Human,False,0.6193587377369385
"Hunter x Hunter is a transformative work in the battle shonen genre, famous for its intricate 'Nen' power system and its willingness to deconstruct traditional heroic tropes. Following the journey of Gon Freecss as he strives to become a Hunter and find his long-lost father, the series initially pre",4,Gemini,1,DeepSeek,False,0.6147760909718818
"Long before modern satellites and digital maps existed, sailors navigated vast oceans using little more than careful observation and accumulated experience. Over time they developed an intuitive understanding of how the sky slowly shifted as the Earth rotated and moved along its orbit. This redundan",5,ChatGPT,0,Human,False,0.6039307019275159
"In the quiet hours of early morning, a forest seems to hold its breath, as if anticipating the day ahead. Observing the forest in this state cultivates patience, attentiveness, and respect for processes larger than oneself. minor streams wind through the landscape, their water clear and cool, provid",5,ChatGPT,4,Gemini,False,0.5897737690180225
"The mental aspect of professional tennis is perhaps more demanding than in any other individual sport, as players are isolated on the court with no teammates or coaches to lean on during a match. The ability to maintain focus, manage emotions, and stay resilient after losing a critical point or game",4,Gemini,1,DeepSeek,False,0.5888297373750481
"Exploring desert landscapes provides insight into the resilience of ecosystems and the strategies organisms use to survive under extreme environmental conditions. The shifting sands and rocky outcrops create microhabitats that support species diversity, from insects and reptiles to larger mammals th",5,ChatGPT,2,Grok,False,0.588057869533691
Origami artists use precise crease patterns to recreate intricate models of animals and geometric shapes.,1,DeepSeek,2,Grok,False,0.5843027357547314
"The Internet of Things refers to the network of physical devices embedded with sensors, software, and connectivity that enables them to collect, exchange, and act on data. In smart homes, IoT integrates appliances such as thermostats, lighting, security cameras, door locks, and voice assistants into",2,Grok,5,ChatGPT,False,0.5836301179659273
"During Japan's feudal period, samurai served powerful lords called daimyo and played central roles in regional governance and warfare.",2,Grok,1,DeepSeek,False,0.5672615703240179
"Stars follow a well-defined life cycle that begins in vast clouds of gas and dust called nebulae, where gravity gradually pulls material together to form dense cores. When sufficient mass accumulates, the core becomes hot and dense enough to initiate nuclear fusion, converting hydrogen into helium a",2,Grok,4,Gemini,False,0.5600844561475673
"Plate tectonics is the unifying geological theory that explains the large-scale motion of Earth's lithosphere, which is broken into several rigid plates that glide over the semi-molten asthenosphere. This perpetual motion is driven by convection currents in the Earth's mantle, fueled by heat from th",1,DeepSeek,4,Gemini,False,0.5416535120153019
